bird_name,bird_name_raw,dataset_part,folder,nb_images
new_zealand_quail,New Zealand Quail,part_11,0. New Zealand Quail,37
new_zealand_scaup,New Zealand Scaup,part_11,0. New Zealand Scaup,1059
new_zealand_storm_petrel,New Zealand Storm Petrel,part_11,0. New Zealand Storm Petrel,184
newells_shearwater,Newell's Shearwater,part_11,0. Newell's Shearwater,50
newtons_parakeet,Newton's Parakeet,part_11,0. Newton's Parakeet,13
newtons_sunbird,Newton's Sunbird,part_11,0. Newton's Sunbird,41
niam_niam_parrot,Niam-niam Parrot,part_11,0. Niam-niam Parrot,16
nicaraguan_grackle,Nicaraguan Grackle,part_11,0. Nicaraguan Grackle,221
niceforos_wren,Niceforo's Wren,part_11,0. Niceforo's Wren,50
nicholsons_pipit,Nicholson's Pipit,part_11,0. Nicholson's Pipit,16
nicobar_bulbul,Nicobar Bulbul,part_11,0. Nicobar Bulbul,9
nicobar_imperial_pigeon,Nicobar Imperial Pigeon,part_11,0. Nicobar Imperial Pigeon,17
nicobar_jungle_flycatcher,Nicobar Jungle Flycatcher,part_11,0. Nicobar Jungle Flycatcher,5
nicobar_megapode,Nicobar Megapode,part_11,0. Nicobar Megapode,12
nicobar_parakeet,Nicobar Parakeet,part_11,0. Nicobar Parakeet,20
nicobar_pigeon,Nicobar Pigeon,part_11,0. Nicobar Pigeon,1624
nicobar_scops_owl,Nicobar Scops Owl,part_11,0. Nicobar Scops Owl,21
nicobar_sparrowhawk,Nicobar Sparrowhawk,part_11,0. Nicobar Sparrowhawk,7
night_parrot,Night Parrot,part_11,0. Night Parrot,46
nightingale_island_finch,Nightingale Island Finch,part_11,0. Nightingale Island Finch,17
nightingale_reed_warbler,Nightingale Reed Warbler,part_11,0. Nightingale Reed Warbler,13
nihoa_finch,Nihoa Finch,part_11,0. Nihoa Finch,49
nile_valley_sunbird,Nile Valley Sunbird,part_11,0. Nile Valley Sunbird,209
nilgiri_flowerpecker,Nilgiri Flowerpecker,part_11,0. Nilgiri Flowerpecker,389
nilgiri_flycatcher,Nilgiri Flycatcher,part_11,0. Nilgiri Flycatcher,425
nilgiri_laughingthrush,Nilgiri Laughingthrush,part_11,0. Nilgiri Laughingthrush,96
nilgiri_pipit,Nilgiri Pipit,part_11,0. Nilgiri Pipit,182
nilgiri_thrush,Nilgiri Thrush,part_11,0. Nilgiri Thrush,47
nilgiri_wood_pigeon,Nilgiri Wood Pigeon,part_11,0. Nilgiri Wood Pigeon,262
nimba_flycatcher,Nimba Flycatcher,part_11,0. Nimba Flycatcher,2
nkulengu_rail,Nkulengu Rail,part_11,0. Nkulengu Rail,41
noble_snipe,Noble Snipe,part_11,0. Noble Snipe,91
nocturnal_curassow,Nocturnal Curassow,part_11,0. Nocturnal Curassow,391
noisy_friarbird,Noisy Friarbird,part_11,0. Noisy Friarbird,1103
noisy_miner,Noisy Miner,part_11,0. Noisy Miner,2776
noisy_pitta,Noisy Pitta,part_11,0. Noisy Pitta,385
nonggang_babbler,Nonggang Babbler,part_11,0. Nonggang Babbler,104
nordmanns_greenshank,Nordmann's Greenshank,part_11,0. Nordmann's Greenshank,237
norfolk_ground_dove,Norfolk Ground Dove,part_11,0. Norfolk Ground Dove,13
norfolk_robin,Norfolk Robin,part_11,0. Norfolk Robin,363
noronha_elaenia,Noronha Elaenia,part_11,0. Noronha Elaenia,44
noronha_vireo,Noronha Vireo,part_11,0. Noronha Vireo,59
north_island_brown_kiwi,North Island Brown Kiwi,part_11,0. North Island Brown Kiwi,111
north_island_kokako,North Island Kokako,part_11,0. North Island Kokako,191
north_island_piopio,North Island Piopio,part_11,0. North Island Piopio,19
north_island_robin,North Island Robin,part_11,0. North Island Robin,395
north_island_saddleback,North Island Saddleback,part_11,0. North Island Saddleback,324
north_island_snipe,North Island Snipe,part_11,0. North Island Snipe,7
north_island_takahe,North Island Takahe,part_11,0. North Island Takahe,255
north_melanesian_cuckooshrike,North Melanesian Cuckooshrike,part_11,0. North Melanesian Cuckooshrike,5
north_moluccan_pitta,North Moluccan Pitta,part_11,0. North Moluccan Pitta,27
north_solomons_dwarf_kingfisher,North Solomons Dwarf Kingfisher,part_11,0. North Solomons Dwarf Kingfisher,5
northern_bald_ibis,Northern Bald Ibis,part_11,0. Northern Bald Ibis,2295
northern_barred_woodcreeper,Northern Barred Woodcreeper,part_11,0. Northern Barred Woodcreeper,336
northern_beardless_tyrannulet,Northern Beardless Tyrannulet,part_11,0. Northern Beardless Tyrannulet,734
northern_bentbill,Northern Bentbill,part_11,0. Northern Bentbill,184
northern_black_flycatcher,Northern Black Flycatcher,part_11,0. Northern Black Flycatcher,261
northern_bobwhite,Northern Bobwhite,part_11,0. Northern Bobwhite,1846
northern_boobook,Northern Boobook,part_11,0. Northern Boobook,188
northern_brownbul,Northern Brownbul,part_11,0. Northern Brownbul,51
northern_brown_throated_weaver,Northern Brown-throated Weaver,part_11,0. Northern Brown-throated Weaver,147
northern_cardinal,Northern Cardinal,part_11,0. Northern Cardinal,2830
northern_carmine_bee_eater,Northern Carmine Bee-eater,part_11,0. Northern Carmine Bee-eater,924
northern_cassowary,Northern Cassowary,part_11,0. Northern Cassowary,215
northern_catbird,Northern Catbird,part_11,0. Northern Catbird,22
northern_crombec,Northern Crombec,part_11,0. Northern Crombec,133
northern_double_collared_sunbird,Northern Double-collared Sunbird,part_11,0. Northern Double-collared Sunbird,178
northern_fantail,Northern Fantail,part_11,0. Northern Fantail,529
northern_fiscal,Northern Fiscal,part_11,0. Northern Fiscal,294
northern_flicker,Northern Flicker,part_11,0. Northern Flicker,2494
northern_fulmar,Northern Fulmar,part_11,0. Northern Fulmar,2942
northern_gannet,Northern Gannet,part_11,0. Northern Gannet,2785
northern_giant_petrel,Northern Giant Petrel,part_11,0. Northern Giant Petrel,1440
northern_goshawk,Northern Goshawk,part_11,0. Northern Goshawk,2781
northern_gray_headed_sparrow,Northern Gray-headed Sparrow,part_11,0. Northern Gray-headed Sparrow,558
northern_grosbeak_canary,Northern Grosbeak-Canary,part_11,0. Northern Grosbeak-Canary,40
northern_harrier,Northern Harrier,part_11,0. Northern Harrier,1770
northern_hawk_owl,Northern Hawk-Owl,part_11,0. Northern Hawk-Owl,2729
northern_jacana,Northern Jacana,part_11,0. Northern Jacana,1881
northern_lapwing,Northern Lapwing,part_11,0. Northern Lapwing,2922
northern_marquesan_reed_warbler,Northern Marquesan Reed Warbler,part_11,0. Northern Marquesan Reed Warbler,27
northern_masked_weaver,Northern Masked Weaver,part_11,0. Northern Masked Weaver,143
northern_parula,Northern Parula,part_11,0. Northern Parula,2000
northern_pied_babbler,Northern Pied Babbler,part_11,0. Northern Pied Babbler,119
northern_pintail,Northern Pintail,part_11,0. Northern Pintail,2889
northern_potoo,Northern Potoo,part_11,0. Northern Potoo,303
northern_puffback,Northern Puffback,part_11,0. Northern Puffback,194
northern_pygmy_owl,Northern Pygmy Owl,part_11,0. Northern Pygmy Owl,626
northern_red_billed_hornbill,Northern Red-billed Hornbill,part_11,0. Northern Red-billed Hornbill,1452
northern_rosella,Northern Rosella,part_11,0. Northern Rosella,286
northern_rough_winged_swallow,Northern Rough-winged Swallow,part_11,0. Northern Rough-winged Swallow,2674
northern_saw_whet_owl,Northern Saw-whet Owl,part_11,0. Northern Saw-whet Owl,2101
northern_schiffornis,Northern Schiffornis,part_11,0. Northern Schiffornis,143
northern_screamer,Northern Screamer,part_11,0. Northern Screamer,352
northern_scrub_flycatcher,Northern Scrub Flycatcher,part_11,0. Northern Scrub Flycatcher,358
northern_scrub_robin,Northern Scrub Robin,part_11,0. Northern Scrub Robin,35
northern_shoveler,Northern Shoveler,part_11,0. Northern Shoveler,2675
northern_shrike,Northern Shrike,part_11,0. Northern Shrike,836
northern_slaty_antshrike,Northern Slaty Antshrike,part_11,0. Northern Slaty Antshrike,163
northern_variable_pitohui,Northern Variable Pitohui,part_11,0. Northern Variable Pitohui,17
northern_waterthrush,Northern Waterthrush,part_11,0. Northern Waterthrush,1623
northern_wheatear,Northern Wheatear,part_11,0. Northern Wheatear,2849
northern_white_faced_owl,Northern White-faced Owl,part_11,0. Northern White-faced Owl,396
northern_yellow_white_eye,Northern Yellow White-eye,part_11,0. Northern Yellow White-eye,290
nubian_bustard,Nubian Bustard,part_11,0. Nubian Bustard,39
nubian_nightjar,Nubian Nightjar,part_11,0. Nubian Nightjar,58
nubian_woodpecker,Nubian Woodpecker,part_11,0. Nubian Woodpecker,372
nuku_hiva_monarch,Nuku Hiva Monarch,part_11,0. Nuku Hiva Monarch,5
nullarbor_quail_thrush,Nullarbor Quail-thrush,part_11,0. Nullarbor Quail-thrush,18
numfor_leaf_warbler,Numfor Leaf Warbler,part_11,0. Numfor Leaf Warbler,3
numfor_paradise_kingfisher,Numfor Paradise Kingfisher,part_11,0. Numfor Paradise Kingfisher,31
nuthatch_vanga,Nuthatch Vanga,part_11,0. Nuthatch Vanga,59
nuttalls_woodpecker,Nuttall's Woodpecker,part_11,0. Nuttall's Woodpecker,561
nuttings_flycatcher,Nutting's Flycatcher,part_11,0. Nutting's Flycatcher,410
nyanza_swift,Nyanza Swift,part_11,0. Nyanza Swift,39
oahu_akepa,Oahu Akepa,part_11,0. Oahu Akepa,5
oahu_akialoa,Oahu Akialoa,part_11,0. Oahu Akialoa,5
oahu_alauahio,Oahu Alauahio,part_11,0. Oahu Alauahio,4
oahu_amakihi,Oahu Amakihi,part_11,0. Oahu Amakihi,100
oahu_elepaio,Oahu Elepaio,part_11,0. Oahu Elepaio,108
oahu_nukupuu,Oahu Nukupuu,part_11,0. Oahu Nukupuu,5
oahu_oo,Oahu Oo,part_11,0. Oahu Oo,12
oak_titmouse,Oak Titmouse,part_11,0. Oak Titmouse,1528
oaxaca_sparrow,Oaxaca Sparrow,part_11,0. Oaxaca Sparrow,44
obbia_lark,Obbia Lark,part_11,0. Obbia Lark,2
oberlДnders_ground_thrush,OberlДnder's Ground Thrush,part_11,0. OberlДnder's Ground Thrush,3
obscure_honeyeater,Obscure Honeyeater,part_11,0. Obscure Honeyeater,12
oceanic_flycatcher,Oceanic Flycatcher,part_11,0. Oceanic Flycatcher,39
ocellated_antbird,Ocellated Antbird,part_11,0. Ocellated Antbird,272
ocellated_piculet,Ocellated Piculet,part_11,0. Ocellated Piculet,83
ocellated_poorwill,Ocellated Poorwill,part_11,0. Ocellated Poorwill,83
ocellated_quail,Ocellated Quail,part_11,0. Ocellated Quail,76
ocellated_tapaculo,Ocellated Tapaculo,part_11,0. Ocellated Tapaculo,120
ocellated_thrasher,Ocellated Thrasher,part_11,0. Ocellated Thrasher,56
ocellated_turkey,Ocellated Turkey,part_11,0. Ocellated Turkey,908
ocellated_woodcreeper,Ocellated Woodcreeper,part_11,0. Ocellated Woodcreeper,35
ochraceous_attila,Ochraceous Attila,part_11,0. Ochraceous Attila,50
ochraceous_bulbul,Ochraceous Bulbul,part_11,0. Ochraceous Bulbul,352
ochraceous_pewee,Ochraceous Pewee,part_11,0. Ochraceous Pewee,73
ochraceous_piculet,Ochraceous Piculet,part_11,0. Ochraceous Piculet,89
ochraceous_wren,Ochraceous Wren,part_11,0. Ochraceous Wren,133
ochraceous_breasted_flycatcher,Ochraceous-breasted Flycatcher,part_11,0. Ochraceous-breasted Flycatcher,44
ochre_backed_woodpecker,Ochre-backed Woodpecker,part_11,0. Ochre-backed Woodpecker,92
ochre_bellied_boobook,Ochre-bellied Boobook,part_11,0. Ochre-bellied Boobook,191
ochre_bellied_dove,Ochre-bellied Dove,part_11,0. Ochre-bellied Dove,39
ochre_bellied_flycatcher,Ochre-bellied Flycatcher,part_11,0. Ochre-bellied Flycatcher,541
ochre_breasted_antpitta,Ochre-breasted Antpitta,part_11,0. Ochre-breasted Antpitta,356
