bird_name,bird_name_raw,dataset_part,folder,nb_images
macqueens_bustard,Macqueen's Bustard,part_10,0. Macqueen's Bustard,237
madaraszs_tiger_parrot,Madarasz's Tiger Parrot,part_10,0. Madarasz's Tiger Parrot,14
madeira_firecrest,Madeira Firecrest,part_10,0. Madeira Firecrest,193
magdalena_antbird,Magdalena Antbird,part_10,0. Magdalena Antbird,36
magdalena_tapaculo,Magdalena Tapaculo,part_10,0. Magdalena Tapaculo,12
magellanic_diving_petrel,Magellanic Diving Petrel,part_10,0. Magellanic Diving Petrel,41
magellanic_oystercatcher,Magellanic Oystercatcher,part_10,0. Magellanic Oystercatcher,871
magellanic_penguin,Magellanic Penguin,part_10,0. Magellanic Penguin,2259
magellanic_plover,Magellanic Plover,part_10,0. Magellanic Plover,454
magellanic_tapaculo,Magellanic Tapaculo,part_10,0. Magellanic Tapaculo,145
magellanic_woodpecker,Magellanic Woodpecker,part_10,0. Magellanic Woodpecker,869
magenta_petrel,Magenta Petrel,part_10,0. Magenta Petrel,43
magenta_throated_woodstar,Magenta-throated Woodstar,part_10,0. Magenta-throated Woodstar,416
maghreb_magpie,Maghreb Magpie,part_10,0. Maghreb Magpie,207
maghreb_owl,Maghreb Owl,part_10,0. Maghreb Owl,50
magnificent_bird_of_paradise,Magnificent Bird-of-paradise,part_10,0. Magnificent Bird-of-paradise,275
magnificent_frigatebird,Magnificent Frigatebird,part_10,0. Magnificent Frigatebird,2349
magnificent_riflebird,Magnificent Riflebird,part_10,0. Magnificent Riflebird,126
magnificent_sunbird,Magnificent Sunbird,part_10,0. Magnificent Sunbird,77
magnolia_warbler,Magnolia Warbler,part_10,0. Magnolia Warbler,1772
magpie_goose,Magpie Goose,part_10,0. Magpie Goose,2399
magpie_mannikin,Magpie Mannikin,part_10,0. Magpie Mannikin,130
magpie_starling,Magpie Starling,part_10,0. Magpie Starling,58
magpie_tanager,Magpie Tanager,part_10,0. Magpie Tanager,765
magpie_lark,Magpie-lark,part_10,0. Magpie-lark,2321
maguari_stork,Maguari Stork,part_10,0. Maguari Stork,1141
makatea_fruit_dove,Makatea Fruit Dove,part_10,0. Makatea Fruit Dove,20
makira_cicadabird,Makira Cicadabird,part_10,0. Makira Cicadabird,4
makira_dwarf_kingfisher,Makira Dwarf Kingfisher,part_10,0. Makira Dwarf Kingfisher,4
makira_honeyeater,Makira Honeyeater,part_10,0. Makira Honeyeater,6
makira_leaf_warbler,Makira Leaf Warbler,part_10,0. Makira Leaf Warbler,11
makira_starling,Makira Starling,part_10,0. Makira Starling,13
makira_thrush,Makira Thrush,part_10,0. Makira Thrush,1
malabar_barbet,Malabar Barbet,part_10,0. Malabar Barbet,137
malabar_gray_hornbill,Malabar Gray Hornbill,part_10,0. Malabar Gray Hornbill,606
malabar_lark,Malabar Lark,part_10,0. Malabar Lark,420
malabar_pied_hornbill,Malabar Pied Hornbill,part_10,0. Malabar Pied Hornbill,812
malabar_starling,Malabar Starling,part_10,0. Malabar Starling,328
malabar_trogon,Malabar Trogon,part_10,0. Malabar Trogon,513
malabar_whistling_thrush,Malabar Whistling Thrush,part_10,0. Malabar Whistling Thrush,461
malabar_woodshrike,Malabar Woodshrike,part_10,0. Malabar Woodshrike,186
malachite_kingfisher,Malachite Kingfisher,part_10,0. Malachite Kingfisher,1108
malachite_sunbird,Malachite Sunbird,part_10,0. Malachite Sunbird,660
malagasy_brush_warbler,Malagasy Brush Warbler,part_10,0. Malagasy Brush Warbler,88
malagasy_bulbul,Malagasy Bulbul,part_10,0. Malagasy Bulbul,325
malagasy_coucal,Malagasy Coucal,part_10,0. Malagasy Coucal,187
malagasy_harrier,Malagasy Harrier,part_10,0. Malagasy Harrier,47
malagasy_kestrel,Malagasy Kestrel,part_10,0. Malagasy Kestrel,295
malagasy_kingfisher,Malagasy Kingfisher,part_10,0. Malagasy Kingfisher,342
malagasy_palm_swift,Malagasy Palm Swift,part_10,0. Malagasy Palm Swift,7
malagasy_paradise_flycatcher,Malagasy Paradise Flycatcher,part_10,0. Malagasy Paradise Flycatcher,555
malagasy_pond_heron,Malagasy Pond Heron,part_10,0. Malagasy Pond Heron,184
malagasy_sacred_ibis,Malagasy Sacred Ibis,part_10,0. Malagasy Sacred Ibis,113
malagasy_turtle_dove,Malagasy Turtle Dove,part_10,0. Malagasy Turtle Dove,282
malagasy_white_eye,Malagasy White-eye,part_10,0. Malagasy White-eye,129
malaita_fantail,Malaita Fantail,part_10,0. Malaita Fantail,3
malaita_white_eye,Malaita White-eye,part_10,0. Malaita White-eye,5
malayan_banded_pitta,Malayan Banded Pitta,part_10,0. Malayan Banded Pitta,375
malayan_laughingthrush,Malayan Laughingthrush,part_10,0. Malayan Laughingthrush,165
malayan_night_heron,Malayan Night Heron,part_10,0. Malayan Night Heron,2020
malayan_peacock_pheasant,Malayan Peacock-Pheasant,part_10,0. Malayan Peacock-Pheasant,237
malayan_whistling_thrush,Malayan Whistling Thrush,part_10,0. Malayan Whistling Thrush,61
malaysian_blue_flycatcher,Malaysian Blue Flycatcher,part_10,0. Malaysian Blue Flycatcher,148
malaysian_eared_nightjar,Malaysian Eared Nightjar,part_10,0. Malaysian Eared Nightjar,13
malaysian_honeyguide,Malaysian Honeyguide,part_10,0. Malaysian Honeyguide,50
malaysian_pied_fantail,Malaysian Pied Fantail,part_10,0. Malaysian Pied Fantail,1678
malaysian_plover,Malaysian Plover,part_10,0. Malaysian Plover,633
maleo,Maleo,part_10,0. Maleo,422
malherbes_parakeet,Malherbe's Parakeet,part_10,0. Malherbe's Parakeet,58
malindi_pipit,Malindi Pipit,part_10,0. Malindi Pipit,59
mallard,Mallard,part_10,0. Mallard,3038
mallee_emu_wren,Mallee Emu-wren,part_10,0. Mallee Emu-wren,124
malleefowl,Malleefowl,part_10,0. Malleefowl,467
manchurian_bush_warbler,Manchurian Bush Warbler,part_10,0. Manchurian Bush Warbler,142
manchurian_reed_warbler,Manchurian Reed Warbler,part_10,0. Manchurian Reed Warbler,98
mandarin_duck,Mandarin Duck,part_10,0. Mandarin Duck,2934
maned_duck,Maned Duck,part_10,0. Maned Duck,2799
maned_owl,Maned Owl,part_10,0. Maned Owl,24
mangareva_reed_warbler,Mangareva Reed Warbler,part_10,0. Mangareva Reed Warbler,1
mangrove_blue_flycatcher,Mangrove Blue Flycatcher,part_10,0. Mangrove Blue Flycatcher,470
mangrove_cuckoo,Mangrove Cuckoo,part_10,0. Mangrove Cuckoo,981
mangrove_fantail,Mangrove Fantail,part_10,0. Mangrove Fantail,75
mangrove_finch,Mangrove Finch,part_10,0. Mangrove Finch,60
mangrove_gerygone,Mangrove Gerygone,part_10,0. Mangrove Gerygone,256
mangrove_honeyeater,Mangrove Honeyeater,part_10,0. Mangrove Honeyeater,134
mangrove_hummingbird,Mangrove Hummingbird,part_10,0. Mangrove Hummingbird,157
mangrove_kingfisher,Mangrove Kingfisher,part_10,0. Mangrove Kingfisher,150
mangrove_pitta,Mangrove Pitta,part_10,0. Mangrove Pitta,407
mangrove_rail,Mangrove Rail,part_10,0. Mangrove Rail,1377
mangrove_robin,Mangrove Robin,part_10,0. Mangrove Robin,81
mangrove_swallow,Mangrove Swallow,part_10,0. Mangrove Swallow,1119
mangrove_vireo,Mangrove Vireo,part_10,0. Mangrove Vireo,233
mangrove_whistler,Mangrove Whistler,part_10,0. Mangrove Whistler,184
manicore_warbling_antbird,Manicore Warbling Antbird,part_10,0. Manicore Warbling Antbird,3
manipur_bush_quail,Manipur Bush Quail,part_10,0. Manipur Bush Quail,32
mantanani_scops_owl,Mantanani Scops Owl,part_10,0. Mantanani Scops Owl,79
mantled_hawk,Mantled Hawk,part_10,0. Mantled Hawk,92
manu_antbird,Manu Antbird,part_10,0. Manu Antbird,33
manus_boobook,Manus Boobook,part_10,0. Manus Boobook,8
manus_cuckooshrike,Manus Cuckooshrike,part_10,0. Manus Cuckooshrike,15
manus_dwarf_kingfisher,Manus Dwarf Kingfisher,part_10,0. Manus Dwarf Kingfisher,9
manus_fantail,Manus Fantail,part_10,0. Manus Fantail,38
manus_masked_owl,Manus Masked Owl,part_10,0. Manus Masked Owl,5
manus_monarch,Manus Monarch,part_10,0. Manus Monarch,9
manx_shearwater,Manx Shearwater,part_10,0. Manx Shearwater,2043
many_banded_aracari,Many-banded Aracari,part_10,0. Many-banded Aracari,343
many_colored_bushshrike,Many-colored Bushshrike,part_10,0. Many-colored Bushshrike,18
many_colored_chaco_finch,Many-colored Chaco Finch,part_10,0. Many-colored Chaco Finch,185
many_colored_fruit_dove,Many-colored Fruit Dove,part_10,0. Many-colored Fruit Dove,77
many_colored_rush_tyrant,Many-colored Rush Tyrant,part_10,0. Many-colored Rush Tyrant,950
many_spotted_hummingbird,Many-spotted Hummingbird,part_10,0. Many-spotted Hummingbird,326
many_striped_canastero,Many-striped Canastero,part_10,0. Many-striped Canastero,287
mao,Mao,part_10,0. Mao,40
maquis_canastero,Maquis Canastero,part_10,0. Maquis Canastero,20
marabou_stork,Marabou Stork,part_10,0. Marabou Stork,1689
maracaibo_tody_flycatcher,Maracaibo Tody-Flycatcher,part_10,0. Maracaibo Tody-Flycatcher,23
marail_guan,Marail Guan,part_10,0. Marail Guan,66
marbled_frogmouth,Marbled Frogmouth,part_10,0. Marbled Frogmouth,76
