bird_name,bird_name_raw,dataset_part,folder,nb_images
javan_munia,Javan Munia,part_9,0. Javan Munia,389
javan_owlet,Javan Owlet,part_9,0. Javan Owlet,35
javan_plover,Javan Plover,part_9,0. Javan Plover,258
javan_pond_heron,Javan Pond Heron,part_9,0. Javan Pond Heron,1059
javan_scops_owl,Javan Scops Owl,part_9,0. Javan Scops Owl,39
javan_tesia,Javan Tesia,part_9,0. Javan Tesia,66
javan_trogon,Javan Trogon,part_9,0. Javan Trogon,92
javan_whistling_thrush,Javan Whistling Thrush,part_9,0. Javan Whistling Thrush,109
javan_white_eye,Javan White-eye,part_9,0. Javan White-eye,52
javan_woodcock,Javan Woodcock,part_9,0. Javan Woodcock,19
jelskis_black_tyrant,Jelski's Black Tyrant,part_9,0. Jelski's Black Tyrant,33
jelskis_chat_tyrant,Jelski's Chat-Tyrant,part_9,0. Jelski's Chat-Tyrant,43
jerdons_babbler,Jerdon's Babbler,part_9,0. Jerdon's Babbler,44
jerdons_baza,Jerdon's Baza,part_9,0. Jerdon's Baza,291
jerdons_bush_chat,Jerdon's Bush Chat,part_9,0. Jerdon's Bush Chat,48
jerdons_bush_lark,Jerdon's Bush Lark,part_9,0. Jerdon's Bush Lark,647
jerdons_courser,Jerdon's Courser,part_9,0. Jerdon's Courser,21
jerdons_leafbird,Jerdon's Leafbird,part_9,0. Jerdon's Leafbird,338
jerdons_minivet,Jerdon's Minivet,part_9,0. Jerdon's Minivet,40
jerdons_nightjar,Jerdon's Nightjar,part_9,0. Jerdon's Nightjar,59
jet_antbird,Jet Antbird,part_9,0. Jet Antbird,132
jet_manakin,Jet Manakin,part_9,0. Jet Manakin,10
jobi_manucode,Jobi Manucode,part_9,0. Jobi Manucode,36
jocotoco_antpitta,Jocotoco Antpitta,part_9,0. Jocotoco Antpitta,264
johannas_sunbird,Johanna's Sunbird,part_9,0. Johanna's Sunbird,27
johanness_tody_tyrant,Johannes's Tody-Tyrant,part_9,0. Johannes's Tody-Tyrant,24
jos_plateau_indigobird,Jos Plateau Indigobird,part_9,0. Jos Plateau Indigobird,9
josephines_lorikeet,Josephine's Lorikeet,part_9,0. Josephine's Lorikeet,37
jouanins_petrel,Jouanin's Petrel,part_9,0. Jouanin's Petrel,113
joyful_greenbul,Joyful Greenbul,part_9,0. Joyful Greenbul,55
