bird_name,bird_name_raw,dataset_part,folder,nb_images
campo_troupial,Campo Troupial,part_5,part5_1/Campo Troupial,305
canada_goose,Canada Goose,part_5,part5_1/Canada Goose,2904
canada_warbler,Canada Warbler,part_5,part5_1/Canada Warbler,1108
canary_islands_chiffchaff,Canary Islands Chiffchaff,part_5,part5_1/Canary Islands Chiffchaff,686
canebrake_groundcreeper,Canebrake Groundcreeper,part_5,part5_1/Canebrake Groundcreeper,51
canebrake_wren,Canebrake Wren,part_5,part5_1/Canebrake Wren,29
canivets_emerald,Canivet's Emerald,part_5,part5_1/Canivet's Emerald,538
canvasback,Canvasback,part_5,part5_1/Canvasback,2807
canyon_canastero,Canyon Canastero,part_5,part5_1/Canyon Canastero,70
canyon_towhee,Canyon Towhee,part_5,part5_1/Canyon Towhee,1123
canyon_wren,Canyon Wren,part_5,part5_1/Canyon Wren,1360
cape_barren_goose,Cape Barren Goose,part_5,part5_1/Cape Barren Goose,1652
cape_batis,Cape Batis,part_5,part5_1/Cape Batis,303
cape_bulbul,Cape Bulbul,part_5,part5_1/Cape Bulbul,551
cape_bunting,Cape Bunting,part_5,part5_1/Cape Bunting,479
cape_canary,Cape Canary,part_5,part5_1/Cape Canary,354
cape_clapper_lark,Cape Clapper Lark,part_5,part5_1/Cape Clapper Lark,61
cape_crow,Cape Crow,part_5,part5_1/Cape Crow,405
cape_eagle_owl,Cape Eagle-Owl,part_5,part5_1/Cape Eagle-Owl,365
cape_gannet,Cape Gannet,part_5,part5_1/Cape Gannet,978
cape_grassbird,Cape Grassbird,part_5,part5_1/Cape Grassbird,246
cape_may_warbler,Cape May Warbler,part_5,part5_1/Cape May Warbler,2059
cape_parrot,Cape Parrot,part_5,part5_1/Cape Parrot,252
cape_petrel,Cape Petrel,part_5,part5_1/Cape Petrel,1211
cape_robin_chat,Cape Robin-Chat,part_5,part5_1/Cape Robin-Chat,815
cape_rock_thrush,Cape Rock Thrush,part_5,part5_1/Cape Rock Thrush,394
cape_shoveler,Cape Shoveler,part_5,part5_1/Cape Shoveler,209
cape_siskin,Cape Siskin,part_5,part5_1/Cape Siskin,109
cape_sparrow,Cape Sparrow,part_5,part5_1/Cape Sparrow,864
cape_spurfowl,Cape Spurfowl,part_5,part5_1/Cape Spurfowl,412
cape_starling,Cape Starling,part_5,part5_1/Cape Starling,1152
cape_sugarbird,Cape Sugarbird,part_5,part5_1/Cape Sugarbird,973
