bird_name,bird_name_raw,dataset_part,folder,nb_images
white_winged_coot,White-winged Coot,DIB-10K_18,1400.White-winged Coot,674
andean_coot,Andean Coot,DIB-10K_18,1401.Andean Coot,628
red_gartered_coot,Red-gartered Coot,DIB-10K_18,1402.Red-gartered Coot,1093
red_fronted_coot,Red-fronted Coot,DIB-10K_18,1403.Red-fronted Coot,565
giant_coot,Giant Coot,DIB-10K_18,1404.Giant Coot,551
horned_coot,Horned Coot,DIB-10K_18,1405.Horned Coot,194
grey_winged_trumpeter,Grey-winged Trumpeter,DIB-10K_18,1406.Grey-winged Trumpeter,1313
pale_winged_trumpeter,Pale-winged Trumpeter,DIB-10K_18,1407.Pale-winged Trumpeter,177
dark_winged_trumpeter,Dark-winged Trumpeter,DIB-10K_18,1408.Dark-winged Trumpeter,68
grey_crowned_crane,Grey Crowned Crane,DIB-10K_18,1409.Grey Crowned Crane,2781
black_crowned_crane,Black Crowned Crane,DIB-10K_18,1410.Black Crowned Crane,1815
siberian_crane,Siberian Crane,DIB-10K_18,1411.Siberian Crane,410
sandhill_crane,Sandhill Crane,DIB-10K_18,1412.Sandhill Crane,2635
white_naped_crane,White-naped Crane,DIB-10K_18,1413.White-naped Crane,386
sarus_crane,Sarus Crane,DIB-10K_18,1414.Sarus Crane,839
brolga,Brolga,DIB-10K_18,1415.Brolga,820
wattled_crane,Wattled Crane,DIB-10K_18,1416.Wattled Crane,1105
blue_crane,Blue Crane,DIB-10K_18,1417.Blue Crane,1454
demoiselle_crane,Demoiselle Crane,DIB-10K_18,1418.Demoiselle Crane,2479
red_crowned_crane,Red-crowned Crane,DIB-10K_18,1419.Red-crowned Crane,2508
whooping_crane,Whooping Crane,DIB-10K_18,1420.Whooping Crane,2444
common_crane,Common Crane,DIB-10K_18,1421.Common Crane,2246
hooded_crane,Hooded Crane,DIB-10K_18,1422.Hooded Crane,560
black_necked_crane,Black-necked Crane,DIB-10K_18,1423.Black-necked Crane,612
limpkin,Limpkin,DIB-10K_18,1424.Limpkin,2999
common_buttonquail,Common Buttonquail,DIB-10K_18,1425.Common Buttonquail,144
red_backed_buttonquail,Red-backed Buttonquail,DIB-10K_18,1426.Red-backed Buttonquail,51
hottentot_buttonquail,Hottentot Buttonquail,DIB-10K_18,1427.Hottentot Buttonquail,16
black_rumped_buttonquail,Black-rumped Buttonquail,DIB-10K_18,1428.Black-rumped Buttonquail,13
yellow_legged_buttonquail,Yellow-legged Buttonquail,DIB-10K_18,1429.Yellow-legged Buttonquail,107
spotted_buttonquail,Spotted Buttonquail,DIB-10K_18,1430.Spotted Buttonquail,27
barred_buttonquail,Barred Buttonquail,DIB-10K_18,1431.Barred Buttonquail,795
madagascan_buttonquail,Madagascan Buttonquail,DIB-10K_18,1432.Madagascan Buttonquail,100
black_breasted_buttonquail,Black-breasted Buttonquail,DIB-10K_18,1433.Black-breasted Buttonquail,83
chestnut_backed_buttonquail,Chestnut-backed Buttonquail,DIB-10K_18,1434.Chestnut-backed Buttonquail,30
