bird_name,bird_name_raw,dataset_part,folder,nb_images
manchurian_reed_warbler,Manchurian Reed Warbler,DIB-10K_52,7617.Manchurian Reed Warbler,98
large_billed_reed_warbler,Large-billed Reed Warbler,DIB-10K_52,7618.Large-billed Reed Warbler,19
paddyfield_warbler,Paddyfield Warbler,DIB-10K_52,7619.Paddyfield Warbler,762
blyths_reed_warbler,Blyth's Reed Warbler,DIB-10K_52,7620.Blyth's Reed Warbler,1150
eurasian_reed_warbler,Eurasian Reed Warbler,DIB-10K_52,7621.Eurasian Reed Warbler,2209
african_reed_warbler,African Reed Warbler,DIB-10K_52,7622.African Reed Warbler,173
marsh_warbler,Marsh Warbler,DIB-10K_52,7623.Marsh Warbler,1289
thick_billed_warbler,Thick-billed Warbler,DIB-10K_52,7624.Thick-billed Warbler,128
african_yellow_warbler,African Yellow Warbler,DIB-10K_52,7625.African Yellow Warbler,89
mountain_yellow_warbler,Mountain Yellow Warbler,DIB-10K_52,7626.Mountain Yellow Warbler,39
booted_warbler,Booted Warbler,DIB-10K_52,7627.Booted Warbler,733
sykess_warbler,Sykes's Warbler,DIB-10K_52,7628.Sykes's Warbler,388
eastern_olivaceous_warbler,Eastern Olivaceous Warbler,DIB-10K_52,7629.Eastern Olivaceous Warbler,332
western_olivaceous_warbler,Western Olivaceous Warbler,DIB-10K_52,7630.Western Olivaceous Warbler,124
papyrus_yellow_warbler,Papyrus Yellow Warbler,DIB-10K_52,7631.Papyrus Yellow Warbler,13
upchers_warbler,Upcher's Warbler,DIB-10K_52,7632.Upcher's Warbler,186
olive_tree_warbler,Olive-tree Warbler,DIB-10K_52,7633.Olive-tree Warbler,172
melodious_warbler,Melodious Warbler,DIB-10K_52,7634.Melodious Warbler,1926
icterine_warbler,Icterine Warbler,DIB-10K_52,7635.Icterine Warbler,928
cordillera_ground_warbler,Cordillera Ground Warbler,DIB-10K_52,7636.Cordillera Ground Warbler,8
sierra_madre_ground_warbler,Sierra Madre Ground Warbler,DIB-10K_52,7637.Sierra Madre Ground Warbler,2
bicol_ground_warbler,Bicol Ground Warbler,DIB-10K_52,7638.Bicol Ground Warbler,3
russet_bush_warbler,Russet Bush Warbler,DIB-10K_52,7639.Russet Bush Warbler,40
dalat_bush_warbler,Dalat Bush Warbler,DIB-10K_52,7640.Dalat Bush Warbler,5
javan_bush_warbler,Javan Bush Warbler,DIB-10K_52,7641.Javan Bush Warbler,22
taiwan_bush_warbler,Taiwan Bush Warbler,DIB-10K_52,7642.Taiwan Bush Warbler,54
sichuan_bush_warbler,Sichuan Bush Warbler,DIB-10K_52,7643.Sichuan Bush Warbler,30
west_himalayan_bush_warbler,West Himalayan Bush Warbler,DIB-10K_52,7644.West Himalayan Bush Warbler,34
spotted_bush_warbler,Spotted Bush Warbler,DIB-10K_52,7645.Spotted Bush Warbler,54
baikal_bush_warbler,Baikal Bush Warbler,DIB-10K_52,7646.Baikal Bush Warbler,80
chestnut_backed_bush_warbler,Chestnut-backed Bush Warbler,DIB-10K_52,7647.Chestnut-backed Bush Warbler,18
long_tailed_bush_warbler,Long-tailed Bush Warbler,DIB-10K_52,7648.Long-tailed Bush Warbler,25
common_grasshopper_warbler,Common Grasshopper Warbler,DIB-10K_52,7649.Common Grasshopper Warbler,1225
long_billed_bush_warbler,Long-billed Bush Warbler,DIB-10K_52,7650.Long-billed Bush Warbler,9
chinese_bush_warbler,Chinese Bush Warbler,DIB-10K_52,7651.Chinese Bush Warbler,27
brown_bush_warbler,Brown Bush Warbler,DIB-10K_52,7652.Brown Bush Warbler,54
river_warbler,River Warbler,DIB-10K_52,7653.River Warbler,435
savis_warbler,Savi's Warbler,DIB-10K_52,7654.Savi's Warbler,779
lanceolated_warbler,Lanceolated Warbler,DIB-10K_52,7655.Lanceolated Warbler,315
middendorffs_grasshopper_warbler,Middendorff's Grasshopper Warbler,DIB-10K_52,7656.Middendorff's Grasshopper Warbler,97
styans_grasshopper_warbler,Styan's Grasshopper Warbler,DIB-10K_52,7657.Styan's Grasshopper Warbler,58
pallass_grasshopper_warbler,Pallas's Grasshopper Warbler,DIB-10K_52,7658.Pallas's Grasshopper Warbler,231
marsh_grassbird,Marsh Grassbird,DIB-10K_52,7659.Marsh Grassbird,85
grays_grasshopper_warbler,Gray's Grasshopper Warbler,DIB-10K_52,7660.Gray's Grasshopper Warbler,50
sakhalin_grasshopper_warbler,Sakhalin Grasshopper Warbler,DIB-10K_52,7661.Sakhalin Grasshopper Warbler,24
benguet_bush_warbler,Benguet Bush Warbler,DIB-10K_52,7662.Benguet Bush Warbler,3
