bird_name,bird_name_raw,dataset_part,folder,nb_images
black_crowned_barwing,Black-crowned Barwing,part_4,part4_1/Black-crowned Barwing,50
black_crowned_monjita,Black-crowned Monjita,part_4,part4_1/Black-crowned Monjita,158
black_crowned_night_heron,Black-crowned Night Heron,part_4,part4_1/Black-crowned Night Heron,2980
black_crowned_pitta,Black-crowned Pitta,part_4,part4_1/Black-crowned Pitta,224
black_crowned_sparrow_lark,Black-crowned Sparrow-Lark,part_4,part4_1/Black-crowned Sparrow-Lark,405
black_crowned_tchagra,Black-crowned Tchagra,part_4,part4_1/Black-crowned Tchagra,364
black_crowned_tityra,Black-crowned Tityra,part_4,part4_1/Black-crowned Tityra,886
black_crowned_waxbill,Black-crowned Waxbill,part_4,part4_1/Black-crowned Waxbill,125
black_crowned_white_eye,Black-crowned White-eye,part_4,part4_1/Black-crowned White-eye,100
black_eared_catbird,Black-eared Catbird,part_4,part4_1/Black-eared Catbird,181
black_eared_cuckoo,Black-eared Cuckoo,part_4,part4_1/Black-eared Cuckoo,205
black_eared_fairy,Black-eared Fairy,part_4,part4_1/Black-eared Fairy,211
black_eared_ground_thrush,Black-eared Ground Thrush,part_4,part4_1/Black-eared Ground Thrush,4
black_eared_hemispingus,Black-eared Hemispingus,part_4,part4_1/Black-eared Hemispingus,101
black_eared_miner,Black-eared Miner,part_4,part4_1/Black-eared Miner,70
black_eared_seedeater,Black-eared Seedeater,part_4,part4_1/Black-eared Seedeater,16
black_eared_shrike_babbler,Black-eared Shrike-babbler,part_4,part4_1/Black-eared Shrike-babbler,108
black_eared_sparrow_lark,Black-eared Sparrow-Lark,part_4,part4_1/Black-eared Sparrow-Lark,32
black_eared_wood_quail,Black-eared Wood Quail,part_4,part4_1/Black-eared Wood Quail,40
black_faced_antbird,Black-faced Antbird,part_4,part4_1/Black-faced Antbird,201
black_faced_antthrush,Black-faced Antthrush,part_4,part4_1/Black-faced Antthrush,254
black_faced_babbler,Black-faced Babbler,part_4,part4_1/Black-faced Babbler,109
black_faced_bunting,Black-faced Bunting,part_4,part4_1/Black-faced Bunting,1147
black_faced_canary,Black-faced Canary,part_4,part4_1/Black-faced Canary,31
black_faced_cormorant,Black-faced Cormorant,part_4,part4_1/Black-faced Cormorant,530
black_faced_cotinga,Black-faced Cotinga,part_4,part4_1/Black-faced Cotinga,52
black_faced_coucal,Black-faced Coucal,part_4,part4_1/Black-faced Coucal,51
black_faced_cuckooshrike,Black-faced Cuckooshrike,part_4,part4_1/Black-faced Cuckooshrike,1336
black_faced_dacnis,Black-faced Dacnis,part_4,part4_1/Black-faced Dacnis,335
black_faced_firefinch,Black-faced Firefinch,part_4,part4_1/Black-faced Firefinch,55
black_faced_grassquit,Black-faced Grassquit,part_4,part4_1/Black-faced Grassquit,1223
black_faced_grosbeak,Black-faced Grosbeak,part_4,part4_1/Black-faced Grosbeak,245
black_faced_ibis,Black-faced Ibis,part_4,part4_1/Black-faced Ibis,1817
black_faced_laughingthrush,Black-faced Laughingthrush,part_4,part4_1/Black-faced Laughingthrush,164
black_faced_monarch,Black-faced Monarch,part_4,part4_1/Black-faced Monarch,545
