bird_name,bird_name_raw,dataset_part,folder,nb_images
purple_needletail,Purple Needletail,DIB-10K_30,2788.Purple Needletail,52
lesser_antillean_swift,Lesser Antillean Swift,DIB-10K_30,2789.Lesser Antillean Swift,32
band_rumped_swift,Band-rumped Swift,DIB-10K_30,2790.Band-rumped Swift,57
costa_rican_swift,Costa Rican Swift,DIB-10K_30,2791.Costa Rican Swift,49
pale_rumped_swift,Pale-rumped Swift,DIB-10K_30,2792.Pale-rumped Swift,39
grey_rumped_swift,Grey-rumped Swift,DIB-10K_30,2793.Grey-rumped Swift,88
vauxs_swift,Vaux's Swift,DIB-10K_30,2794.Vaux's Swift,763
sicks_swift,Sick's Swift,DIB-10K_30,2795.Sick's Swift,111
chimney_swift,Chimney Swift,DIB-10K_30,2796.Chimney Swift,523
chapmans_swift,Chapman's Swift,DIB-10K_30,2797.Chapman's Swift,37
mato_grosso_swift,Mato Grosso Swift,DIB-10K_30,2798.Mato Grosso Swift,27
short_tailed_swift,Short-tailed Swift,DIB-10K_30,2799.Short-tailed Swift,141
white_throated_swift,White-throated Swift,DIB-10K_30,2800.White-throated Swift,710
white_tipped_swift,White-tipped Swift,DIB-10K_30,2801.White-tipped Swift,63
andean_swift,Andean Swift,DIB-10K_30,2802.Andean Swift,111
antillean_palm_swift,Antillean Palm Swift,DIB-10K_30,2803.Antillean Palm Swift,241
pygmy_palm_swift,Pygmy Palm Swift,DIB-10K_30,2804.Pygmy Palm Swift,3
neotropical_palm_swift,Neotropical Palm Swift,DIB-10K_30,2805.Neotropical Palm Swift,154
great_swallow_tailed_swift,Great Swallow-tailed Swift,DIB-10K_30,2806.Great Swallow-tailed Swift,69
lesser_swallow_tailed_swift,Lesser Swallow-tailed Swift,DIB-10K_30,2807.Lesser Swallow-tailed Swift,116
african_palm_swift,African Palm Swift,DIB-10K_30,2808.African Palm Swift,233
asian_palm_swift,Asian Palm Swift,DIB-10K_30,2809.Asian Palm Swift,317
alpine_swift,Alpine Swift,DIB-10K_30,2810.Alpine Swift,1257
mottled_swift,Mottled Swift,DIB-10K_30,2811.Mottled Swift,57
cape_verde_swift,Cape Verde Swift,DIB-10K_30,2812.Cape Verde Swift,72
common_swift,Common Swift,DIB-10K_30,2813.Common Swift,1195
plain_swift,Plain Swift,DIB-10K_30,2814.Plain Swift,165
nyanza_swift,Nyanza Swift,DIB-10K_30,2815.Nyanza Swift,39
pallid_swift,Pallid Swift,DIB-10K_30,2816.Pallid Swift,1045
african_black_swift,African Black Swift,DIB-10K_30,2817.African Black Swift,88
malagasy_black_swift,Malagasy Black Swift,DIB-10K_30,2818.Malagasy Black Swift,19
fernando_po_swift,Fernando Po Swift,DIB-10K_30,2819.Fernando Po Swift,9
forbes_watsons_swift,Forbes-Watson's Swift,DIB-10K_30,2820.Forbes-Watson's Swift,37
bradfields_swift,Bradfield's Swift,DIB-10K_30,2821.Bradfield's Swift,32
pacific_swift,Pacific Swift,DIB-10K_30,2822.Pacific Swift,458
