bird_name,bird_name_raw,dataset_part,folder,nb_images
grey_cheeked_parakeet,Grey-cheeked Parakeet,DIB-10K_38,4058.Grey-cheeked Parakeet,105
orange_chinned_parakeet,Orange-chinned Parakeet,DIB-10K_38,4059.Orange-chinned Parakeet,1663
cobalt_winged_parakeet,Cobalt-winged Parakeet,DIB-10K_38,4060.Cobalt-winged Parakeet,354
golden_winged_parakeet,Golden-winged Parakeet,DIB-10K_38,4061.Golden-winged Parakeet,150
pileated_parrot,Pileated Parrot,DIB-10K_38,4062.Pileated Parrot,157
blue_bellied_parrot,Blue-bellied Parrot,DIB-10K_38,4063.Blue-bellied Parrot,118
brown_hooded_parrot,Brown-hooded Parrot,DIB-10K_38,4064.Brown-hooded Parrot,650
saffron_headed_parrot,Saffron-headed Parrot,DIB-10K_38,4065.Saffron-headed Parrot,101
rose_faced_parrot,Rose-faced Parrot,DIB-10K_38,4066.Rose-faced Parrot,159
orange_cheeked_parrot,Orange-cheeked Parrot,DIB-10K_38,4067.Orange-cheeked Parrot,145
caica_parrot,Caica Parrot,DIB-10K_38,4068.Caica Parrot,76
bald_parrot,Bald Parrot,DIB-10K_38,4069.Bald Parrot,35
vulturine_parrot,Vulturine Parrot,DIB-10K_38,4070.Vulturine Parrot,33
rusty_faced_parrot,Rusty-faced Parrot,DIB-10K_38,4071.Rusty-faced Parrot,206
fuertess_parrot,Fuertes's Parrot,DIB-10K_38,4072.Fuertes's Parrot,94
red_faced_parrot,Red-faced Parrot,DIB-10K_38,4073.Red-faced Parrot,22
black_winged_parrot,Black-winged Parrot,DIB-10K_38,4074.Black-winged Parrot,19
dusky_parrot,Dusky Parrot,DIB-10K_38,4075.Dusky Parrot,148
red_billed_parrot,Red-billed Parrot,DIB-10K_38,4076.Red-billed Parrot,180
scaly_headed_parrot,Scaly-headed Parrot,DIB-10K_38,4077.Scaly-headed Parrot,643
plum_crowned_parrot,Plum-crowned Parrot,DIB-10K_38,4078.Plum-crowned Parrot,83
white_capped_parrot,White-capped Parrot,DIB-10K_38,4079.White-capped Parrot,48
blue_headed_parrot,Blue-headed Parrot,DIB-10K_38,4080.Blue-headed Parrot,1290
white_crowned_parrot,White-crowned Parrot,DIB-10K_38,4081.White-crowned Parrot,589
bronze_winged_parrot,Bronze-winged Parrot,DIB-10K_38,4082.Bronze-winged Parrot,401
short_tailed_parrot,Short-tailed Parrot,DIB-10K_38,4083.Short-tailed Parrot,173
yellow_faced_parrot,Yellow-faced Parrot,DIB-10K_38,4084.Yellow-faced Parrot,256
festive_amazon,Festive Amazon,DIB-10K_38,4085.Festive Amazon,306
vinaceous_breasted_amazon,Vinaceous-breasted Amazon,DIB-10K_38,4086.Vinaceous-breasted Amazon,241
