bird_name,bird_name_raw,dataset_part,folder,nb_images
andean_tinamou,Andean Tinamou,part_2,part2/ Andean Tinamou,110
andean_tit_spinetail,Andean Tit-Spinetail,part_2,part2/ Andean Tit-Spinetail,247
anhinga,Anhinga,part_2,part2/ Anhinga,2695
anianiau,Anianiau,part_2,part2/ Anianiau,97
anjouan_scops_owl,Anjouan Scops Owl,part_2,part2/ Anjouan Scops Owl,27
anjouan_sunbird,Anjouan Sunbird,part_2,part2/ Anjouan Sunbird,15
ankober_serin,Ankober Serin,part_2,part2/ Ankober Serin,98
annas_hummingbird,Anna's Hummingbird,part_2,part2/ Anna's Hummingbird,2759
annobon_white_eye,Annobon White-eye,part_2,part2/ Annobon White-eye,4
ansorges_greenbul,Ansorge's Greenbul,part_2,part2/ Ansorge's Greenbul,21
antarctic_petrel,Antarctic Petrel,part_2,part2/ Antarctic Petrel,337
antarctic_prion,Antarctic Prion,part_2,part2/ Antarctic Prion,444
antarctic_shag,Antarctic Shag,part_2,part2/ Antarctic Shag,453
antarctic_tern,Antarctic Tern,part_2,part2/ Antarctic Tern,708
antillean_crested_hummingbird,Antillean Crested Hummingbird,part_2,part2/ Antillean Crested Hummingbird,782
antillean_euphonia,Antillean Euphonia,part_2,part2/ Antillean Euphonia,293
antillean_nighthawk,Antillean Nighthawk,part_2,part2/ Antillean Nighthawk,427
antillean_palm_swift,Antillean Palm Swift,part_2,part2/ Antillean Palm Swift,241
antillean_piculet,Antillean Piculet,part_2,part2/ Antillean Piculet,81
antillean_siskin,Antillean Siskin,part_2,part2/ Antillean Siskin,119
antioquia_bristle_tyrant,Antioquia Bristle Tyrant,part_2,part2/ Antioquia Bristle Tyrant,70
antioquia_brushfinch,Antioquia Brushfinch,part_2,part2/ Antioquia Brushfinch,29
antipodes_parakeet,Antipodes Parakeet,part_2,part2/ Antipodes Parakeet,95
apapane,Apapane,part_2,part2/ Apapane,732
apical_flycatcher,Apical Flycatcher,part_2,part2/ Apical Flycatcher,250
aplomado_falcon,Aplomado Falcon,part_2,part2/ Aplomado Falcon,1855
apo_myna,Apo Myna,part_2,part2/ Apo Myna,72
apo_sunbird,Apo Sunbird,part_2,part2/ Apo Sunbird,26
apolinars_wren,Apolinar's Wren,part_2,part2/ Apolinar's Wren,162
apostlebird,Apostlebird,part_2,part2/ Apostlebird,926
apperts_tetraka,Appert's Tetraka,part_2,part2/ Appert's Tetraka,71
apricot_breasted_sunbird,Apricot-breasted Sunbird,part_2,part2/ Apricot-breasted Sunbird,20
apurimac_brushfinch,Apurimac Brushfinch,part_2,part2/ Apurimac Brushfinch,22
