bird_name,bird_name_raw,dataset_part,folder,nb_images
gabon_woodpecker,Gabon Woodpecker,part_7,0. Gabon Woodpecker,18
gadwall,Gadwall,part_7,0. Gadwall,2785
galah,Galah,part_7,0. Galah,2884
galapagos_dove,Galapagos Dove,part_7,0. Galapagos Dove,679
galapagos_flycatcher,Galapagos Flycatcher,part_7,0. Galapagos Flycatcher,632
galapagos_hawk,Galapagos Hawk,part_7,0. Galapagos Hawk,1144
galapagos_martin,Galapagos Martin,part_7,0. Galapagos Martin,56
galapagos_mockingbird,Galapagos Mockingbird,part_7,0. Galapagos Mockingbird,818
galapagos_penguin,Galapagos Penguin,part_7,0. Galapagos Penguin,1212
galapagos_petrel,Galapagos Petrel,part_7,0. Galapagos Petrel,191
galapagos_shearwater,Galapagos Shearwater,part_7,0. Galapagos Shearwater,478
gambaga_flycatcher,Gambaga Flycatcher,part_7,0. Gambaga Flycatcher,57
gambels_quail,Gambel's Quail,part_7,0. Gambel's Quail,2415
gang_gang_cockatoo,Gang-gang Cockatoo,part_7,0. Gang-gang Cockatoo,1317
gansu_leaf_warbler,Gansu Leaf Warbler,part_7,0. Gansu Leaf Warbler,27
garden_emerald,Garden Emerald,part_7,0. Garden Emerald,189
garden_warbler,Garden Warbler,part_7,0. Garden Warbler,1771
garganey,Garganey,part_7,0. Garganey,1442
garnet_pitta,Garnet Pitta,part_7,0. Garnet Pitta,134
garnet_robin,Garnet Robin,part_7,0. Garnet Robin,16
gartered_trogon,Gartered Trogon,part_7,0. Gartered Trogon,858
geelvink_pygmy_parrot,Geelvink Pygmy Parrot,part_7,0. Geelvink Pygmy Parrot,30
genovesa_cactus_finch,Genovesa Cactus Finch,part_7,0. Genovesa Cactus Finch,38
gentoo_penguin,Gentoo Penguin,part_7,0. Gentoo Penguin,2423
geomalia,Geomalia,part_7,0. Geomalia,17
germains_peacock_pheasant,Germain's Peacock-Pheasant,part_7,0. Germain's Peacock-Pheasant,123
germains_swiftlet,Germain's Swiftlet,part_7,0. Germain's Swiftlet,173
giant_antpitta,Giant Antpitta,part_7,0. Giant Antpitta,307
giant_antshrike,Giant Antshrike,part_7,0. Giant Antshrike,211
giant_babax,Giant Babax,part_7,0. Giant Babax,19
giant_conebill,Giant Conebill,part_7,0. Giant Conebill,141
giant_coot,Giant Coot,part_7,0. Giant Coot,551
giant_coua,Giant Coua,part_7,0. Giant Coua,355
giant_cowbird,Giant Cowbird,part_7,0. Giant Cowbird,745
giant_hummingbird,Giant Hummingbird,part_7,0. Giant Hummingbird,1239
giant_ibis,Giant Ibis,part_7,0. Giant Ibis,94
giant_kingbird,Giant Kingbird,part_7,0. Giant Kingbird,216
giant_kingfisher,Giant Kingfisher,part_7,0. Giant Kingfisher,1322
giant_laughingthrush,Giant Laughingthrush,part_7,0. Giant Laughingthrush,46
giant_nuthatch,Giant Nuthatch,part_7,0. Giant Nuthatch,109
giant_pitta,Giant Pitta,part_7,0. Giant Pitta,103
giant_scops_owl,Giant Scops Owl,part_7,0. Giant Scops Owl,26
giant_snipe,Giant Snipe,part_7,0. Giant Snipe,118
giant_weaver,Giant Weaver,part_7,0. Giant Weaver,30
giant_white_eye,Giant White-eye,part_7,0. Giant White-eye,23
giant_wood_rail,Giant Wood Rail,part_7,0. Giant Wood Rail,866
giant_wren,Giant Wren,part_7,0. Giant Wren,118
gila_woodpecker,Gila Woodpecker,part_7,0. Gila Woodpecker,1689
