bird_name,bird_name_raw,dataset_part,folder,nb_images
bairds_sparrow,Baird's Sparrow,part_3,part3/ Baird's Sparrow,484
bairds_trogon,Baird's Trogon,part_3,part3/ Baird's Trogon,215
bald_eagle,Bald Eagle,part_3,part3/ Bald Eagle,2847
bald_parrot,Bald Parrot,part_3,part3/ Bald Parrot,35
balearic_shearwater,Balearic Shearwater,part_3,part3/ Balearic Shearwater,606
balearic_warbler,Balearic Warbler,part_3,part3/ Balearic Warbler,214
bali_myna,Bali Myna,part_3,part3/ Bali Myna,1496
balicassiao,Balicassiao,part_3,part3/ Balicassiao,84
baliem_whistler,Baliem Whistler,part_3,part3/ Baliem Whistler,3
balsas_screech_owl,Balsas Screech Owl,part_3,part3/ Balsas Screech Owl,38
baltimore_oriole,Baltimore Oriole,part_3,part3/ Baltimore Oriole,2512
bamboo_warbler,Bamboo Warbler,part_3,part3/ Bamboo Warbler,12
bamboo_woodpecker,Bamboo Woodpecker,part_3,part3/ Bamboo Woodpecker,40
bamenda_apalis,Bamenda Apalis,part_3,part3/ Bamenda Apalis,23
bananal_antbird,Bananal Antbird,part_3,part3/ Bananal Antbird,22
banasura_laughingthrush,Banasura Laughingthrush,part_3,part3/ Banasura Laughingthrush,12
band_backed_wren,Band-backed Wren,part_3,part3/ Band-backed Wren,414
band_bellied_crake,Band-bellied Crake,part_3,part3/ Band-bellied Crake,153
band_bellied_owl,Band-bellied Owl,part_3,part3/ Band-bellied Owl,124
band_rumped_storm_petrel,Band-rumped Storm Petrel,part_3,part3/ Band-rumped Storm Petrel,462
band_rumped_swift,Band-rumped Swift,part_3,part3/ Band-rumped Swift,57
band_tailed_antbird,Band-tailed Antbird,part_3,part3/ Band-tailed Antbird,138
band_tailed_antshrike,Band-tailed Antshrike,part_3,part3/ Band-tailed Antshrike,13
band_tailed_antwren,Band-tailed Antwren,part_3,part3/ Band-tailed Antwren,34
band_tailed_barbthroat,Band-tailed Barbthroat,part_3,part3/ Band-tailed Barbthroat,226
band_tailed_earthcreeper,Band-tailed Earthcreeper,part_3,part3/ Band-tailed Earthcreeper,134
band_tailed_fruiteater,Band-tailed Fruiteater,part_3,part3/ Band-tailed Fruiteater,68
band_tailed_guan,Band-tailed Guan,part_3,part3/ Band-tailed Guan,227
band_tailed_manakin,Band-tailed Manakin,part_3,part3/ Band-tailed Manakin,389
band_tailed_nighthawk,Band-tailed Nighthawk,part_3,part3/ Band-tailed Nighthawk,75
band_tailed_pigeon,Band-tailed Pigeon,part_3,part3/ Band-tailed Pigeon,1503
band_tailed_seedeater,Band-tailed Seedeater,part_3,part3/ Band-tailed Seedeater,366
band_tailed_sierra_finch,Band-tailed Sierra Finch,part_3,part3/ Band-tailed Sierra Finch,352
band_winged_nightjar,Band-winged Nightjar,part_3,part3/ Band-winged Nightjar,177
banda_myzomela,Banda Myzomela,part_3,part3/ Banda Myzomela,13
banded_antbird,Banded Antbird,part_3,part3/ Banded Antbird,49
banded_barbet,Banded Barbet,part_3,part3/ Banded Barbet,121
banded_bay_cuckoo,Banded Bay Cuckoo,part_3,part3/ Banded Bay Cuckoo,414
banded_broadbill,Banded Broadbill,part_3,part3/ Banded Broadbill,523
banded_cotinga,Banded Cotinga,part_3,part3/ Banded Cotinga,93
banded_ground_cuckoo,Banded Ground Cuckoo,part_3,part3/ Banded Ground Cuckoo,79
banded_honeyeater,Banded Honeyeater,part_3,part3/ Banded Honeyeater,133
banded_kestrel,Banded Kestrel,part_3,part3/ Banded Kestrel,106
banded_kingfisher,Banded Kingfisher,part_3,part3/ Banded Kingfisher,750
banded_lapwing,Banded Lapwing,part_3,part3/ Banded Lapwing,656
banded_martin,Banded Martin,part_3,part3/ Banded Martin,189
banded_parisoma,Banded Parisoma,part_3,part3/ Banded Parisoma,56
banded_prinia,Banded Prinia,part_3,part3/ Banded Prinia,47
banded_quail,Banded Quail,part_3,part3/ Banded Quail,59
banded_stilt,Banded Stilt,part_3,part3/ Banded Stilt,441
banded_wattle_eye,Banded Wattle-eye,part_3,part3/ Banded Wattle-eye,12
banded_whiteface,Banded Whiteface,part_3,part3/ Banded Whiteface,79
banded_woodpecker,Banded Woodpecker,part_3,part3/ Banded Woodpecker,337
banggai_crow,Banggai Crow,part_3,part3/ Banggai Crow,34
banggai_fruit_dove,Banggai Fruit Dove,part_3,part3/ Banggai Fruit Dove,6
banggai_jungle_flycatcher,Banggai Jungle Flycatcher,part_3,part3/ Banggai Jungle Flycatcher,2
bank_cormorant,Bank Cormorant,part_3,part3/ Bank Cormorant,224
bank_myna,Bank Myna,part_3,part3/ Bank Myna,728
bannermans_shearwater,Bannerman's Shearwater,part_3,part3/ Bannerman's Shearwater,33
bannermans_sunbird,Bannerman's Sunbird,part_3,part3/ Bannerman's Sunbird,17
bannermans_turaco,Bannerman's Turaco,part_3,part3/ Bannerman's Turaco,29
bannermans_weaver,Bannerman's Weaver,part_3,part3/ Bannerman's Weaver,20
bar_backed_partridge,Bar-backed Partridge,part_3,part3/ Bar-backed Partridge,223
bar_bellied_cuckooshrike,Bar-bellied Cuckooshrike,part_3,part3/ Bar-bellied Cuckooshrike,65
bar_bellied_pitta,Bar-bellied Pitta,part_3,part3/ Bar-bellied Pitta,257
bar_bellied_woodcreeper,Bar-bellied Woodcreeper,part_3,part3/ Bar-bellied Woodcreeper,14
bar_bellied_woodpecker,Bar-bellied Woodpecker,part_3,part3/ Bar-bellied Woodpecker,81
bar_breasted_firefinch,Bar-breasted Firefinch,part_3,part3/ Bar-breasted Firefinch,106
bar_breasted_honeyeater,Bar-breasted Honeyeater,part_3,part3/ Bar-breasted Honeyeater,227
bar_breasted_piculet,Bar-breasted Piculet,part_3,part3/ Bar-breasted Piculet,83
bar_crested_antshrike,Bar-crested Antshrike,part_3,part3/ Bar-crested Antshrike,397
