bird_name,bird_name_raw,dataset_part,folder,nb_images
little_auk,Little Auk,DIB-10K_25,1783.Little Auk,1009
thick_billed_murre,Thick-billed Murre,DIB-10K_25,1784.Thick-billed Murre,1826
common_murre,Common Murre,DIB-10K_25,1785.Common Murre,2688
razorbill,Razorbill,DIB-10K_25,1786.Razorbill,2864
great_auk,Great Auk,DIB-10K_25,1787.Great Auk,409
black_guillemot,Black Guillemot,DIB-10K_25,1788.Black Guillemot,2826
pigeon_guillemot,Pigeon Guillemot,DIB-10K_25,1789.Pigeon Guillemot,2461
spectacled_guillemot,Spectacled Guillemot,DIB-10K_25,1790.Spectacled Guillemot,211
marbled_murrelet,Marbled Murrelet,DIB-10K_25,1791.Marbled Murrelet,867
long_billed_murrelet,Long-billed Murrelet,DIB-10K_25,1792.Long-billed Murrelet,145
kittlitzs_murrelet,Kittlitz's Murrelet,DIB-10K_25,1793.Kittlitz's Murrelet,244
guadalupe_murrelet,Guadalupe Murrelet,DIB-10K_25,1794.Guadalupe Murrelet,214
scrippss_murrelet,Scripps's Murrelet,DIB-10K_25,1795.Scripps's Murrelet,380
craveris_murrelet,Craveri's Murrelet,DIB-10K_25,1796.Craveri's Murrelet,265
ancient_murrelet,Ancient Murrelet,DIB-10K_25,1797.Ancient Murrelet,554
japanese_murrelet,Japanese Murrelet,DIB-10K_25,1798.Japanese Murrelet,173
cassins_auklet,Cassin's Auklet,DIB-10K_25,1799.Cassin's Auklet,384
parakeet_auklet,Parakeet Auklet,DIB-10K_25,1800.Parakeet Auklet,604
least_auklet,Least Auklet,DIB-10K_25,1801.Least Auklet,435
whiskered_auklet,Whiskered Auklet,DIB-10K_25,1802.Whiskered Auklet,199
crested_auklet,Crested Auklet,DIB-10K_25,1803.Crested Auklet,574
rhinoceros_auklet,Rhinoceros Auklet,DIB-10K_25,1804.Rhinoceros Auklet,1205
atlantic_puffin,Atlantic Puffin,DIB-10K_25,1805.Atlantic Puffin,2772
horned_puffin,Horned Puffin,DIB-10K_25,1806.Horned Puffin,1154
tufted_puffin,Tufted Puffin,DIB-10K_25,1807.Tufted Puffin,1655
