bird_name,bird_name_raw,dataset_part,folder,nb_images
orange_breasted_green_pigeon,Orange-breasted Green Pigeon,DIB-10K_27,2035.Orange-breasted Green Pigeon,497
sri_lanka_green_pigeon,Sri Lanka Green Pigeon,DIB-10K_27,2036.Sri Lanka Green Pigeon,205
grey_fronted_green_pigeon,Grey-fronted Green Pigeon,DIB-10K_27,2037.Grey-fronted Green Pigeon,264
ashy_headed_green_pigeon,Ashy-headed Green Pigeon,DIB-10K_27,2038.Ashy-headed Green Pigeon,58
andaman_green_pigeon,Andaman Green Pigeon,DIB-10K_27,2039.Andaman Green Pigeon,35
philippine_green_pigeon,Philippine Green Pigeon,DIB-10K_27,2040.Philippine Green Pigeon,61
buru_green_pigeon,Buru Green Pigeon,DIB-10K_27,2041.Buru Green Pigeon,21
thick_billed_green_pigeon,Thick-billed Green Pigeon,DIB-10K_27,2042.Thick-billed Green Pigeon,460
grey_cheeked_green_pigeon,Grey-cheeked Green Pigeon,DIB-10K_27,2043.Grey-cheeked Green Pigeon,139
sumba_green_pigeon,Sumba Green Pigeon,DIB-10K_27,2044.Sumba Green Pigeon,19
flores_green_pigeon,Flores Green Pigeon,DIB-10K_27,2045.Flores Green Pigeon,15
timor_green_pigeon,Timor Green Pigeon,DIB-10K_27,2046.Timor Green Pigeon,14
large_green_pigeon,Large Green Pigeon,DIB-10K_27,2047.Large Green Pigeon,51
yellow_footed_green_pigeon,Yellow-footed Green Pigeon,DIB-10K_27,2048.Yellow-footed Green Pigeon,612
bruces_green_pigeon,Bruce's Green Pigeon,DIB-10K_27,2049.Bruce's Green Pigeon,290
madagascan_green_pigeon,Madagascan Green Pigeon,DIB-10K_27,2050.Madagascan Green Pigeon,120
comoros_green_pigeon,Comoros Green Pigeon,DIB-10K_27,2051.Comoros Green Pigeon,12
african_green_pigeon,African Green Pigeon,DIB-10K_27,2052.African Green Pigeon,668
pemba_green_pigeon,Pemba Green Pigeon,DIB-10K_27,2053.Pemba Green Pigeon,27
sao_tome_green_pigeon,Sao Tome Green Pigeon,DIB-10K_27,2054.Sao Tome Green Pigeon,30
pin_tailed_green_pigeon,Pin-tailed Green Pigeon,DIB-10K_27,2055.Pin-tailed Green Pigeon,110
